content,label,score,is_match,是否为“学习考察”新闻
1月8日下午，奉贤区委理论中心组举行学习（扩大）会，邀请中共上海市委党校经济学教研部主任、理论经济学研究所所长唐珏岚作“聚焦建设‘五个中心’重要使命，以新作为创造新业绩——深入学习贯彻习近平总书记考察上海重要讲话精神”专题辅导报告。区委书记袁泉主持会议并讲话。区人大常委会主任张培荣、区政协主席陈勇章、区委副书记唐晓腾出席会议。。会议指出，要提高政治站位，深刻领会习近平总书记考察上海重要讲话精神。要把学习习近平总书记考察上海重要讲话精神作为当前的首要政治任务，深刻领悟“两个确立”的决定性意义，增强“四个意识”、坚定“四个自信”、做到“两个维护”，把思想与行动统一到习近平总书记考察上海重要讲话精神上来，统一到十二届市委四次全会要求部署上来，统一到五届区委七次全会目标任务上来，把习近平总书记擘画的蓝图转化为奉贤高质量发展的思路，奋力谱写中国式现代化奉贤篇章。。会议指出，要把握精神实质，广泛学习宣传习近平总书记考察上海重要讲话精神和十二届市委四次全会精神。要坚持融会贯通学，聚焦习近平总书记对上海提出的一系列新定位、新论断、新要求、新任务，聚焦习近平总书记赋予上海的重大使命、交办的重大任务、作出的重大部署，聚焦习近平总书记为上海指明的政治战略、总体定位和实践目的，切实把马克思主义中国化时代化最新成果武装头脑、推动实践、指导工作。要坚持示范带头学，各级领导干部要切实增强学习的自觉性和坚定性，深入一线、深入群众，抓住干部群众普遍关注的深层次问题，讲深讲透习近平总书记考察上海重要讲话精神蕴含的重大政治智慧和鲜明的战略思想。要坚持全面覆盖学，各级党组织要精心组织开展学习，贯彻落实习近平总书记考察上海重要讲话精神的系列问题，面向全体党员开展多形式多层次全覆盖的学习培训，在全社会形成浓厚学习氛围。。会议指出，要坚持知行合一，加快推动落实习近平总书记考察上海重要讲话精神在奉贤落地生根、开花结果。要始终把习近平总书记考察上海重要讲话精神作为今后谋划工作的鲜明主题，立足“四个放在”，服务“五个中心”，全面做好各方统筹，以更高起点，更高要求抓好各项工作推进，把习近平总书记考察上海重要讲话精神转化为开创中国式现代化奉贤样式的强大动力，转化为造福奉贤人民的务实行动，转化为党员干部干事创业的精神状态，以新的作为创造出新的业绩、交出新的答卷。。唐珏岚围绕学习贯彻习近平总书记考察上海重要讲话精神，聚焦建设“五个中心”重要使命，从政治高度和专业角度，对十二届市委四次全会精神进行了全面解读，对奉贤党员干部深刻领会习近平总书记考察上海重要讲话精神，推动奉贤高质量发展具有很强的指导意义。。区委常委顾耀明、陈学哲、王洪青、王建东、徐乃毅、左仁华等区领导出席。左仁华、厉蕾围绕学习主题作书面交流。。3.如果您需要取消订阅功能，可以通过点击邮件中的取消订阅按钮，确认要取消的信息类别即可。,不属于政府领导到其他城市考察学习的新闻,0.6042252547382404,False,否
市委统战部系统各单位传达学习习近平总书记重要讲话精神2023-12-15来源：市民族宗教局 字号： 大中小。12月5日上午，市委统战部召开市统一战线学习交流会，对学习宣传贯彻习近平总书记考察上海重要讲话精神和深入推进长三角一体化发展座谈会精神进行动员部署。。会后，市委统战部系统各单位先后召开传达学习会议，上海统一战线迅速兴起学习宣传贯彻习近平总书记重要讲话精神热潮。。12月8日，市民族宗教局召开全市民族宗教系统传达学习会，传达学习习近平总书记考察上海重要讲话精神和深入推进长三角一体化发展座谈会精神，市民族宗教团体负责人和民宗干部参加会议。。会议要求，学习宣传贯彻习近平总书记重要讲话精神是当前工作的中心大局，全市民族宗教界要紧紧围绕这一中心大局开展工作。要坚定文化自信，守好文化阵地，坚持不懈用新时代中国特色社会主义思想凝心铸魂，广泛践行社会主义核心价值观，弘扬中华民族优良传统，最大限度地凝聚民族宗教界群众的力量，共同建设社会主义现代化强国。。12月5日，市政府参事室召开专题研讨会，传达学习习近平总书记考察上海重要讲话精神和深入推进长三角一体化发展座谈会精神以及市委相关会议精神，科学谋划2024年重点工作。。会议指出，市政府参事室全体机关干部要全面学习、准确把握习近平总书记重要讲话提出的一系列新定位、新论断、新要求、新任务，以建设中国特色一流政府决策咨询机构为目标，提高站位，增强做好服务保障参事的使命感和责任感。聚焦重点、创新突破、团结协作，进一步提高服务意识和保障能力，用心用情做好工作，不断提高工作质量，为上海加快建成具有世界影响力的社会主义现代化国际大都市贡献智慧。。12月6日，上海市文史研究馆召开机关干部大会，传达学习贯彻习近平总书记考察上海重要讲话精神和深入推进长三角一体化发展座谈会精神。。会议指出，习近平总书记的重要讲话体现了对上海人民的深厚情谊，从党和国家事业发展的高度，表达了对中国式现代化上海样本的殷切期望和信任重托。文史馆要深入学习宣传贯彻习近平总书记重要讲话精神，以“实”的态度谋划好工作思路和举措，以“实”的标准推进各项履职工作质量并进，以“实”的精神坚持不懈抓好队伍能力作风建设，以实际行动推动习近平新时代中国特色社会主义思想在文史战线的落地生根、开花结果。。12月6日，上海市工商联（总商会）召开习近平总书记考察上海重要讲话精神传达学习会。。会议指出，习近平总书记重要讲话是对新征程上上海工作和长三角一体化发展作出新的战略擘画，是我们工作的总纲领、总指引和总遵循。全市民营经济统战工作和工商联工作要以习近平总书记重要讲话精神为行动指南，聚焦“两个健康”工作主题，着力提高政治站位、履行主责主业、推动改革发展，为上海这座光荣之城、创新之城、开放之城、梦想之城增添新的荣光。。12月6日上午，市侨联召开机关干部大会，传达学习贯彻习近平总书记考察上海重要讲话精神和深入推进长三角一体化发展座谈会精神，传达学习市委常委会扩大会议和全市领导干部大会精神，传达学习市统一战线学习交流会精神，对市侨联学习宣传贯彻习近平总书记重要讲话精神进行动员。。12月6日，市社会主义学院召开全院大会，传达学习习近平总书记考察上海重要讲话精神和深入推进长三角一体化发展座谈会精神。。12月5日，上海市台联组织召开专题机关会议，传达学习贯彻习近平总书记考察上海重要讲话精神和深入推进长三角一体化发展座谈会精神。。12月6日，市黄埔军校同学会机关召开全体党员干部会议，传达学习贯彻习近平总书记考察上海重要讲话精神和深入推进长三角一体化发展座谈会精神。,不属于政府领导到其他城市考察学习的新闻,0.8100699453859693,False,否
为更好助力宝山“北转型”发展，蓄势聚力新动能，3月3日至5日，由区委书记李晨昊带队的宝山代表团赴北京考察调研，学习先进经验，加强资源对接、深化战略合作，为推动产业发展赋能经济提质增效。区领导朱众伟参加。。优质企业是发展市场经济的活力源泉，对区域转型发展具有重要的促进作用。近年来，宝山区把招商引资作为推动高质量发展的“关键一招”，聚焦“六大产业”发展，加快招引龙头企业和链主企业，进一步优化产业生态，打造高能级产业链。考察学习期间，李晨昊带队深入各大企业园区，共同探讨合作发展前景，赋能宝山“北转型”发展。。在北大科技园创新中心，北大科技园总裁史宇升对宝山代表团一行的到来表示热烈欢迎。在这里，李晨昊详细了解了中心在智慧党建方面的成果展示，听取北大科技园园区概况、未来发展思路及上海北大科技园工作情况汇报。他表示，北大科技园作为北京大学科技成果转化、科技企业孵化、科技人才培养的重要载体，充分发挥了资源平台优势，取得了丰硕的科技成果。未来，希望双方以北大科技园“科创”定位与宝山“打造上海科创中心主阵地”发展战略高度契合为依托，进一步加强交流合作，共同打造具有标杆引领作用的创新高地。。在国药集团，李晨昊一行走进企业展厅，与国药集团党委书记、董事长刘敬桢深入沟通交流，详细了解了国药集团的发展历程、核心业务、产业园区建设等情况，并就双方合作前景领域作了展望。李晨昊表示，国药集团是医药健康领域的主力军，引领医药健康行业高质量发展，其担当精神、创业精神、奋斗精神值得宝山学习。宝山作为服务辐射长三角北翼的重要节点，成长有空间、发展有未来，希望国药集团在宝山进一步深化医药产业布局，加强紧密合作、促进共同成长，更好赋能高质量发展。。随后，李晨昊一行来到中车集团，中国中车总经理（总裁）马云双对宝山代表团的到来表示热烈欢迎，并详细介绍了中车集团“十四五”发展战略和当前业务发展等情况。李晨昊对中车集团的担当精神、奋斗精神表示赞赏，并深入交流了宝山当前发展态势、展望未来合作前景。他表示，希望中车集团与宝山不断深化合作，保持广泛务实的交流沟通，布局更多好产业、好项目到宝山。宝山也将全力做好服务保障工作，打好服务企业和落实政策“组合拳”，创造一流营商环境。宝山将与中车集团一道共同发展、共同提高，打造“央地合作”新典范。。在首钢园区，首钢集团副总经理、首钢基金创始人赵天旸欢迎宝山代表团的到来。在这里，李晨昊一行先后前往三高炉、冬奥广场、滑雪大跳台、香格里拉酒店、高炉·SoReal科幻乐园考察学习，了解工业遗存转型改造情况，沉浸体验钢铁与冰雪、工业和体育交融之美，进一步推动吴淞地区转型发展。在随后召开的座谈会上，双方就深化合作共建展开交流讨论，李晨昊表示，宝武和首钢同为转型发展中的老工业基地，首钢园区在保留工业区原有肌理脉络的同时，融合新功能、新元素，让工业遗存有了崭新形象，其产业转型模式、创新运营模式为宝山提供了新思路，要学习首钢经验，更好推进宝山城市转型发展。同时，希望首钢与宝山不断深化交流沟通，创造更多合作空间，优势互补、携手共赢。。在新保利大厦，保利集团党委副书记、总经理张万顺接待了李晨昊一行，并详细介绍了保利集团的历史沿革、核心业务布局等情况，双方就深化各领域交流合作进行深入讨论。李晨昊表示，多年来，保利集团全方位参与宝山城市建设、产业发展中，建立了良好合作沟通机制。保利集团的奋斗精神、创业精神、担当精神值得宝山学习。未来，希望双方以此次座谈为发展契机，进一步加强沟通交流，建立更加紧密的央地合作范式，宝山将与保利集团一道共同成长、比翼齐飞。,政府领导到其他城市考察学习或访问,0.6280826069036184,False,否
沪粤两地人大深化交流互鉴 黄莉新率考察组赴粤 黄楚平在广州主持召开座谈会深入交流2024-07-11来源：解放日报 字号： 大中小。7月8日至10日，上海市人大常委会主任黄莉新率考察组赴广东学习考察。广东省人大常委会主任黄楚平在广州陪同考察，并主持召开座谈会深入交流。。黄楚平代表省人大常委会对考察组一行表示欢迎。他说，上海是全国改革开放的排头兵和创新发展的先行者，也是全过程人民民主重大理念的首提地。上海人大深入贯彻落实党中央决策部署及市委工作要求，在深化全过程人民民主最佳实践地建设和创造性开展立法、监督等工作上成效突出、亮点纷呈。广东人大要学习借鉴上海人大的好经验好做法，围绕贯彻总书记视察广东重要讲话精神，紧扣省委“1310”具体部署，紧抓推动打造践行全过程人民民主省域样板，聚焦粤港澳大湾区建设、产业科技创新、“百千万工程”、绿美广东生态建设等发挥好人大职能作用，为广东现代化建设夯实法治根基。粤沪人大在彰显人大制度功效上使命相同、在深化交流合作上空间广阔，希望加强常态化沟通协作，携手为粤沪高质量发展注入法治力量。。黄莉新对广东人大对上海人大工作的关心支持表示感谢。她说，广东是改革开放的排头兵、先行地、实验区，在中国式现代化建设的大局中地位重要、作用突出。广东人大在省委领导下，强化中国式现代化法治供给，打造践行全过程人民民主的省域样板，加强粤港澳大湾区建设法治保障，勇于创新、富于创造，许多工作走在全国前列。上海人大要深入学习贯彻习近平总书记考察上海重要讲话精神，在市委坚强领导下，学习借鉴广东人大的好经验好做法，聚焦“五个中心”建设等加强法治保障，积极发挥浦东新区法规创新和变通优势，锐意进取、开拓奋进，为上海加快建成具有世界影响力的社会主义现代化国际大都市作出人大贡献。希望沪粤两地人大加强联系、深化交流，互学互鉴，共同以人大工作高质量发展助力两地改革开放和现代化建设大局。。在粤期间，考察组一行瞻仰了中共三大会址纪念馆，考察了广州国际生物岛、广州数字科技集团、前海深港现代服务业合作区、华为技术有限公司、河套深港科技创新合作区、永庆坊片区人大代表联络站等，并与深圳人大就加强经济特区立法、浦东新区法规立法等进行座谈交流。。广东省人大常委会副主任叶贞琴，广州市人大常委会主任王衍诗，深圳市人大常委会主任戴运龙等参加活动。。3.如果您需要取消订阅功能，可以通过点击邮件中的取消订阅按钮，确认要取消的信息类别即可。,其他,0.8539086782906558,False,否
虹口区委统战部召开学习贯彻习近平新时代中国特色社会主义思想主题教育理论学习中心组（扩大）学习会。12月6日，区委统战部召开学习贯彻习近平新时代中国特色社会主义思想主题教育理论学习中心组（扩大）学习会议。区委常委、统战部部长郑宏出席会议，传达区党政负责干部大会会议精神并讲话。。郑宏指出，这次习近平总书记考察上海，是在全面贯彻落实党的二十大精神的开局之年，在我国改革开放45周年之际，对上海发展寄予了殷切嘱托，希望大家结合统战工作实际，进一步学习好、贯彻好习近平总书记考察上海重要讲话精神。在思想上要提高站位，在学深悟透上再下功夫；在工作上要对标对表，在抓好落实上再下工夫；在行动上要更加有力，在奋力担当上再下工夫。要立足自身岗位，扎实做好各项工作，共同努力推动我区统战事业高质量发展。。3.如果您需要取消订阅功能，可以通过点击邮件中的取消订阅按钮，确认要取消的信息类别即可。,不属于政府领导到其他城市考察学习的新闻,0.824954871025443,False,否
姜冬冬一行首先陪同松江区党政代表团来到桃浦中央绿地，登高俯瞰中心城区最大的开放式绿地，了解绿地的设计理念、规划建设、开放管理等情况。随后，两区领导来到中以（上海）创新园，考察桃浦智创城规划展示馆，了解桃浦老工业区“腾笼换鸟”转型发展历程，听取园区与以色列团队在人工智能、生命健康产业等多领域合作情况。最后，在位于曹杨路的百禧公园，松江区党政代表团考察了全市首座高线公园的建设情况。。参观过程中，姜冬冬表示，当前普陀正全力推动高质量发展，向着区党代会提出的“写好五线谱，谱好两部曲，携手零距离，共画同心圆”的目标迈进。希望双方以此次交流为契机，进一步找准合作的契合点，在服务上海现代化建设大局中更好地实现优势互补、资源共享、互惠共赢。。考察中，程向民表示，普陀区深入贯彻新发展理念，转型发展的好做法、好经验值得松江认真学习借鉴。松江区要认真践行人民城市理念，高质量推进区域生态空间规划建设，加快建设人与自然和谐共生的美丽家园，更好满足松江人民群众对美好生活的向往；要秉持新发展理念不动摇，更好服务现代化建设、推动高质量发展。。3.如果您需要取消订阅功能，可以通过点击邮件中的取消订阅按钮，确认要取消的信息类别即可。,其他,0.5395502189939089,False,否
"为认真学习贯彻习近平新时代中国特色社会主义思想，贯彻落实习近平总书记考察上海重要讲话精神，深入开展党纪学习教育，贯彻落实《党史学习教育工作条例》要求，根据市交通委党组年度党建工作安排，2024年4月28-29日，市交通委举办2024年党员轮训示范班。。市交通委二级巡视员孙林骏作开班动员,指出，举办此次培训主要是为了学习贯彻习近平新时代中国特色社会主义思想，学习贯彻习近平总书记考察上海重要讲话精神，带领学员学党史、明初心，学党纪、守规矩，进一步提高政治站位、认清形势任务，坚定理想信念、增强党员意识。对办好此次培训，孙林骏强调要提高思想认识，弄明白“为何学”；把握重点任务，弄明白“学什么”；强化以学促干，弄明白“怎么用”，并希望学员认真听讲、用心思考，学以致用、学用相长，在推动交通高质量发展的新征程上中更好发挥开路先锋的作用。。此次培训邀请到市委党校4位资深教授，围绕习近平总书记考察上海重要讲话精神、《中国共产党纪律处分条例》等开展专题辅导。。赵刚印教授从“书生”革命、社会主义建设的曲折探索、改革开放的艰难起步、社会主义市场体制的历史性创造四个方面，用鲜活的事例，严谨的史实带领党员回顾了中国共产党百年曲折奋斗历程，深刻总结和阐述了中国共产党为什么能的问题，为学员上了一堂内容丰富，案例生动精彩的党史学习教育课。。徐学通研究员从历史沿革、最新要求为切入点，对新修订的《中国共产党纪律处分条例》作了深入解读，帮助学员对党的纪律要求有更清晰、更深刻的理解和掌握，进一步增强思想认识和行动自觉。同时，结合自身学习感悟，提出每位党员、干部应严格执行新条例要求，自觉培养规矩意识，带头践行廉洁自律规范，始终把政治纪律和政治规矩挺在前面，做到“心有戒尺，行有所止”。。卜新兵研究员讲授的《当前国内外形势与习近平总书记考察上海重要讲话精神解读》精彩纷呈，内容紧贴时势热点，通过讲述习近平总书记考察上海的时代背景与重要意义、介绍习近平总书记考察上海的重要行程与关注重点，解读“新质生产力”实质内涵，带领学员深刻领会习近平总书记对上海发展指明的政治站位、总体定位、实践落位，为加快建成具有世界影响力的社会主义现代化国际大都市作出努力。。杨俊教授深刻阐述了党章的本质与起源、结构与功能，强调了组织保障与纪律要求的重要性，对党章历史沿革和重点要点进行详细深入解读，既有政治高度，又有理论深度，引导党员对党章的丰富内涵有了更深刻的理解与认识，接受了一次深刻的党性教育，提醒党员要心有所“畏”，行有所“为”，以党章为尺，做新时代合格党员。。此次培训采取“两班合一”的方式，既是市交通委党员轮训示范班，又是上海交通行业管理干部党性教育培训班的理论教育课程，委系统共有124名党员参加培训。。3.如果您需要取消订阅功能，可以通过点击邮件中的取消订阅按钮，确认要取消的信息类别即可。",其他,0.9148646766562883,False,否
普陀区十七届人大四次会议举行第二次全体会议2024-01-17来源：普陀区人民政府 字号： 大中小。1月17日下午，区十七届人大四次会议举行第二次全体会议，听取区人大常委会、区人民法院和区人民检察院的工作报告。大会第二次全体会议执行主席姜冬冬、周艳、谈上伟、姚军、吴凌昱、杜娟、顾建中、汤亮、王远华、朱铮、杨联中、罗艳在主席台就座。大会由姚军主持。。区人大常委会主任谈上伟受区人大常委会委托向大会作工作报告。他说，2023年，区人大常委会以习近平新时代中国特色社会主义思想为指导，深入学习贯彻习近平总书记考察上海重要讲话精神和对上海工作的重要指示批示要求，在区委坚强领导下，坚持党的领导、人民当家作主、依法治国有机统一，坚持稳中求进工作总基调，深入践行全过程人民民主重大理念，围绕中心、服务大局，守正创新、担当作为，全面完成了区十七届人大三次会议确定的各项目标任务，为推动本区经济社会发展发挥了人大应有的作用。一年来，区人大常委会共举行8次常委会会议、13次主任会议，听取和审议21项专项工作报告，作出决议、决定10项，自主开展及与市人大常委会联动开展3项执法检查，开展1次专题询问，依法任免国家机关工作人员78人次，组织27人次进行宪法宣誓。。谈上伟从六个方面回顾了过去一年工作：一是紧扣中心，在服务经济高质量发展上展现新作为；二是弘扬法治，在助力推进城区治理上体现新担当；三是回应关切，在保障和改善民生上取得新进展；四是突出重点，在建设全过程人民民主最佳实践地上迈出新步伐；五是用心服务，在发挥代表主体作用上收获新成效；六是守正创新，在自身建设上得到新加强。。谈上伟说，2024年，区人大常委会将在区委的领导下，以习近平新时代中国特色社会主义思想为指导，全面贯彻落实党的二十大精神，深入贯彻习近平总书记考察上海重要讲话精神，贯彻落实十二届市委四次全会和十一届区委七次全会部署要求，依法履职，守正创新，努力在服务普陀经济社会发展中更好发挥人大制度优势和作用。一是助推经济高质量发展，二是推动更高水平法治普陀建设，三是助力增进民生福祉，四是深化全过程人民民主最佳实践地建设。区人大常委会将在区委的领导下，同心同德、群策群力，踔厉奋发、勇毅前行，不断开创新时代人大工作高质量发展新局面，为推进普陀民主法治建设和经济社会发展作出新的贡献。。区人民法院院长刘力在作区人民法院工作报告时说，2023年，区人民法院坚持以习近平新时代中国特色社会主义思想为指导，全面贯彻落实党的二十大精神，深入贯彻习近平法治思想，认真学习贯彻习近平总书记考察上海重要讲话精神，在区委的坚强领导下，在区人大及其常委会的有力监督下，在上级法院的精心指导下，忠实履行宪法和法律赋予的职责，紧紧围绕“司法品质提升年”，以“一个引领、五个一流”为目标，充分发扬“人靠谱（普），事办妥（陀）”精神，为普陀“写好五线谱，谱好两部曲，携手零距离，共画同心圆”贡献了法院力量。2024年是全面实施“十四五”规划的重要一年，区人民法院将始终坚持以习近平新时代中国特色社会主义思想为指导，全面贯彻落实党的二十大精神，认真学习贯彻习近平法治思想，深入贯彻习近平总书记考察上海重要讲话，严格贯彻落实中央、市委、区委和市高院决策部署，始终坚持以人民为中心的发展理念，聚焦建设“五个中心”重要使命，助力提升城市能级和核心竞争力，坚持学在深处、谋在新处、干在实处，着力推进审判工作现代化，擦亮“人靠谱（普），事办妥（陀）”金字招牌，以法院工作高质量发展助力区域高质量发展。。3.如果您需要取消订阅功能，可以通过点击邮件中的取消订阅按钮，确认要取消的信息类别即可。,其他,0.9777061245285344,False,否
座谈中，周红波简要介绍三亚经济社会发展情况。他表示，近年来，普陀区深入贯彻落实习近平总书记考察上海重要讲话精神和对上海工作的重要指示要求，主动服务长三角一体化发展国家战略和上海科创中心建设大局，着力推动高质量发展、创造高品质生活、实现高效能治理，值得三亚对标学习、充分借鉴。海南自贸港建设和长三角一体化发展是习近平总书记亲自谋划、亲自部署、亲自推动的重大国家战略，普陀区是上海连接长三角及内地的重要陆上门户和交通枢纽，三亚是海南自贸港建设的前沿阵地和重要窗口，都在落实重大国家战略中肩负光荣使命和重大责任，希望两地建立更加紧密的交流合作机制，在科技创新、产业发展等领域深化合作，推动共赢发展，更好服务国家发展大局，共同书写高水平开放、高质量发展的时代新篇章。。姜冬冬代表普陀区委、区政府，对三亚市党政代表团的到来表示热烈欢迎，并重点介绍了普陀区在扩大党的组织覆盖以及城市更新等方面的经验做法。姜冬冬表示，当前，普陀区正在深入学习贯彻习近平总书记考察上海重要讲话精神，坚持党建引领，紧抓“中华武数”“半马苏河”“人靠谱（普），事办妥（陀）”三张名片，建设共商共建共治共享的“同心家园”。三亚是海南自贸港建设的前沿阵地与重要窗口，普陀区与三亚市在谋求高质量发展和人民城市建设方面有许多共通之处。希望双方继续服务国家战略，结合自身资源禀赋、功能定位、产业结构等，进一步加强交流交往，拓展合作广度，加快构建新发展格局，合力推动高质量发展。。考察期间，代表团一行实地了解了长风地区、真如地区规划建设情况，参观了上海清华国际创新中心、半马苏河驿站·1690党群服务中心、鸿寿坊等地，听取了相关情况介绍。。3.如果您需要取消订阅功能，可以通过点击邮件中的取消订阅按钮，确认要取消的信息类别即可。,其他,0.8061956245544545,False,否
市生态环境局党组专题学习十二届市委四次全会精神2024-01-02来源：市生态环境局 字号： 大中小。会议传达学习了近期习近平总书记重要讲话精神、中央和上海重要会议精神，重点学习了《中共上海市委关于深入学习贯彻落实习近平总书记重要讲话精神加快建成具有世界影响力的社会主义现代化国际大都市的决定》，局领导逐一发言作研讨交流。。晏波在交流学习体会时强调，要深刻领会“加快建成具有世界影响力的社会主义现代化国际大都市”的最新要求，以更强担当系统谋划和全面推进美丽上海建设，加快打造人与自然和谐共生的现代化国际大都市；要深刻领会上海建设“五个中心”的重大使命，以更高站位服务经济高质量发展；要深刻领会习近平总书记对人民城市建设和城市环境治理的高度关切，以更高标准深入打好污染防治攻坚战；要深刻领会习近平总书记对于长三角一体化发展的战略科学指引，以更宽视野推进环保区域协作。。唐家富作学习总结，并提了三点要求：一是在学思践悟上下功夫，全面深刻领会习近平总书记考察上海重要讲话精神。要增强学习贯彻的政治自觉、思想自觉和行动自觉，切实把中央和市委对生态环保工作的部署要求转化为“施工图”“实景画”。二是在对标对表上下功夫，在服务国家和上海重大战略上展现新担当、谋求新作为。要对标对表中央和市委的要求，积极回应群众期盼，按照国际先进、国内领先的标准，在“美丽上海”三年行动计划、污染防治攻坚战考核、长三角生态环境共保联治、生态环保督察、碳市场交易等工作中找准发力点，攻克堵点难点，争做生态环保领域的“排头兵”和“先行者”。三是在组织落实上下功夫，部署好安排好学习宣传贯彻的各项任务。要把学习宣传贯彻习近平总书记考察上海重要讲话和在深入推进长三角一体化发展座谈会上的重要讲话精神作为首要政治任务和头等大事，加强组织领导，周密部署安排，迅速兴起学习热潮，有力推动十二届市委四次全会明确的生态环保各项任务落地见效，为建设人与自然和谐共生的美丽上海作出更大贡献。。3.如果您需要取消订阅功能，可以通过点击邮件中的取消订阅按钮，确认要取消的信息类别即可。,不属于政府领导到其他城市考察学习的新闻,0.8881161926479995,False,否
以主题教育实效赋能高质量发展 杨浦区委学习贯彻习近平新时代中国特色社会主义思想主题教育专题学习研讨会举行。为深入贯彻落实习近平总书记关于开展主题教育的重要讲话精神和重要指示批示精神，1月2日下午，杨浦区委学习贯彻习近平新时代中国特色社会主义思想主题教育专题学习研讨会暨杨浦区委中心组学习会举行。杨浦区委书记、区委主题教育领导小组组长薛侃主持会议并讲话，杨浦区委副书记、区长周海鹰，杨浦区委副书记周嵘和其他杨浦区委常委围绕学习贯彻习近平新时代中国特色社会主义思想，分别交流学习体会。杨浦区人大常委会主任程绣明、杨浦区政协主席邰荀等参加。市委第五巡回督导组相关同志到会指导。。会议指出，要认真交流学习贯彻习近平新时代中国特色社会主义思想的学习体会，为即将召开的专题民主生活会打牢思想基础，把专题民主生活会开出高质量和新气象，确保主题教育取得实效。要入脑入心，领会精髓要义。深刻认识到习近平新时代中国特色社会主义思想是引领新时代、新征程的伟大旗帜，是为了人民、造福人民的思想理论，是回应时代呼声、具有世界影响的科学理论，是坚持“两个结合”、推进理论创新的光辉典范，不断增进对党的创新理论的政治认同、思想认同、理论认同、情感认同。要学以致用，指导工作实践。进一步提高政治站位、把握总体定位、找准实践落位，不断将理论学习的成果转化为贯彻落实总书记考察上海重要讲话精神和十二届市委四次全会精神的实际成效，以更实举措推进人民城市新实践，以更高标准推动创新发展再出发，以更严要求重振杨浦“一股劲”。要常态长效，巩固学习成果。将党的创新理论成果学在经常、融入日常，持续总结固化理论学习、调查研究、推动发展、检视整改过程中的经验做法，形成长效机制，不断巩固拓展主题教育成果，提高各级领导干部推动高质量发展的本领、服务群众的本领、防范化解风险的本领，提升领导城区发展和治理的能力。。会前，与会人员认真学习领会习近平总书记关于党的建设的重要思想，学习习近平总书记关于严肃党内政治生活的重要讲话和重要指示批示精神，学习习近平总书记关于以学铸魂、以学增智、以学正风、以学促干等重要论述，学习习近平总书记考察上海重要讲话和重要指示批示精神，学习党章、新形势下党内政治生活若干准则、县以上党和国家机关党员领导干部民主生活会若干规定等党内法规，为开好专题民主生活会打牢思想基础。。3.如果您需要取消订阅功能，可以通过点击邮件中的取消订阅按钮，确认要取消的信息类别即可。,政府领导到其他城市考察学习或访问,0.0,False,否
共话情谊，共谋发展！北京市平谷区党政代表团赴崇明考察2023-06-20来源：崇明区人民政府 字号： 大中小。6月18日至6月19日，北京市平谷区委书记唐海龙率党政代表团来崇考察，共话情谊，共谋发展，助推两地高质量发展。崇明区委书记缪京陪同考察。。代表团来到临港长兴园区、江南造船集团、振华重工长兴分公司，听取园区和企业的建设生产情况介绍，实地了解长兴发展。崇明长兴岛是国家海洋经济发展示范区，“十四五”期间将打造千亿级海洋装备产业集群。。代表团又来到崇明农业科技创新孵化园。孵化园集科技研发、创新创业、产业升级为一体，今年4月，崇明区与市农科院、上海交通大学、上海海洋大学等科研院校组建了农业科创联盟，旨在加快推动崇明农业产学研深度发展。大家走进园区，详细了解崇明农业种源、种植等相关情况。。在陈家镇瀛东村和港沿镇合兴村，干净整洁的村貌、蓬勃发展的产业、文明和谐的村风给代表团留下了深刻印象。瀛东村和合兴村是市级乡村振兴示范村，瀛东村创新探索村企共建模式，大力发展乡村旅游业，助力农民增收；合兴村则以发展花卉产业为方向，通过建设“上海花港”，努力打造花卉产业新高地。。代表团还前往城桥地区港西3号地块农民集中安置房项目，实地考察小区配套、户型、环境等情况。3号地块占地面积约为27.21万平方米，是全市最大的农民相对集中居住项目，共有88栋，280个单元，可提供3618套安置房源。目前已完成竣工交付和摇号选房工作，农民即将拿房入住。。缪京对平谷区党政代表团的到来表示热烈欢迎。他说，崇明与平谷有着良好的合作基础和空间，平谷“三区一口岸”功能定位与崇明世界级生态岛建设目标愿景高度契合，希望两地在产业升级、乡村振兴等方面，互相学习借鉴，创新经验做法，携手打造发展共同体，为两地高质量发展注入新的动力与活力。。唐海龙表示，崇明与平谷都坚定不移走绿色发展之路，两地在经济社会发展上有诸多共同点。崇明在产业持续发展、农业科技创新、乡村振兴战略实施等领域创造的先进经验做法，值得学习借鉴。两地间要加强沟通，紧密联系，深化合作，实现联动，进一步推进两地经济社会高质量发展。。3.如果您需要取消订阅功能，可以通过点击邮件中的取消订阅按钮，确认要取消的信息类别即可。,不属于政府领导到其他城市考察学习的新闻,0.8264232277852402,False,否
